*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:14:59

*RUN   1        : 1                         CSCER048 TUDU1501    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         CSCER048
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                            NH4 (ppm) at soil dep. (cm):                                            Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    
   15 159    83   140     2   102.7    88.6    14.1     0.0   14.04  129.26    0.41    0.49   11.52   13.55   67.77    1.74    0.00   34.32    17.7     2.6    2.91    2.34    1.95    1.72    1.15    1.03   19.01    0.11    0.07    0.07    0.09    0.07    0.07    0.06    0.05   53.33   17.76    2.70    2.98    2.43    2.02    1.79    1.21    1.08
   15 160    84   140     2   102.3    89.8    12.5     0.0   14.55  131.35    0.41    0.49   11.55   14.06   68.69    1.74    0.00   32.85    19.5     2.6    2.85    2.26    1.90    1.72    1.16    1.04   16.46    0.14    0.07    0.07    0.08    0.07    0.07    0.06    0.05   49.31   19.67    2.66    2.92    2.35    1.97    1.79    1.22    1.09
   15 161    85   140     2   102.2    91.7    10.5     0.0   15.03  133.62    0.41    0.49   11.57   14.54   69.25    1.74    0.00   33.43    20.5     2.6    2.86    2.28    1.91    1.73    1.17    1.05   13.24    0.17    0.06    0.07    0.08    0.07    0.07    0.06    0.05   46.67   20.64    2.67    2.93    2.36    1.98    1.81    1.23    1.11
   15 162    86   140     2   101.7    93.2     8.5     0.0   15.46  135.67    0.41    0.49   11.59   14.97   70.12    1.74    0.00   35.79    20.2     2.6    2.87    2.29    1.92    1.75    1.18    1.06   10.20    0.19    0.06    0.06    0.08    0.07    0.07    0.06    0.05   45.99   20.42    2.68    2.93    2.37    2.00    1.82    1.24    1.11
   15 163    87   140     2   101.3    94.2     7.1     0.0   15.86  137.24    0.41    0.49   11.62   15.37   70.93    1.74    0.00   37.17    20.1     2.6    2.88    2.30    1.93    1.76    1.19    1.07    7.94    0.19    0.06    0.06    0.08    0.07    0.07    0.06    0.05   45.11   20.30    2.69    2.94    2.38    2.01    1.83    1.25    1.12
   15 164    88   140     2   100.6    94.8     5.9     0.0   16.23  138.53    0.41    0.49   11.65   15.74   71.90    1.74    0.00   30.75    23.5     2.6    2.88    2.31    1.94    1.77    1.21    1.08    6.13    0.19    0.06    0.06    0.08    0.07    0.07    0.06    0.05   36.87   23.69    2.69    2.94    2.39    2.02    1.84    1.26    1.13
   15 165    89   140     2   100.4    95.2     5.1     0.0   16.64  139.59    0.41    0.49   11.68   16.15   72.54    1.74    0.00   14.40    24.5     7.4    2.89    2.31    1.95    1.78    1.22    1.09    5.02    0.19    0.06    0.06    0.07    0.07    0.07    0.06    0.05   19.41   24.66    7.43    2.95    2.39    2.02    1.85    1.27    1.14
   15 166    90   140     2   100.3    95.8     4.5     0.0   17.14  140.51    0.41    0.49   11.70   16.65   73.08    1.74    0.00    7.39    18.6    12.7    3.80    2.32    1.96    1.79    1.23    1.10    4.01    0.22    0.06    0.06    0.07    0.07    0.07    0.06    0.05   11.40   18.79   12.73    3.85    2.40    2.03    1.87    1.29    1.15
   15 167    91   140     2   100.7    96.4     4.3     0.0   17.66  141.25    0.41    0.49   11.72   17.17   73.17    1.74    0.00    7.30    16.2    12.6    5.56    2.34    1.98    1.81    1.24    1.11    3.48    0.25    0.08    0.06    0.07    0.07    0.07    0.06    0.05   10.78   16.50   12.64    5.62    2.41    2.05    1.88    1.30    1.16
   15 168    92   140     2   101.2    97.3     3.9     0.0   18.19  142.14    0.41    0.49   11.74   17.70   73.17    1.74    0.00    8.15    15.5    12.6    6.04    2.35    1.99    1.82    1.25    1.12    2.79    0.27    0.09    0.07    0.07    0.07    0.07    0.06    0.05   10.94   15.73   12.71    6.11    2.42    2.07    1.90    1.31    1.17
   15 169    93   140     2   101.7    98.1     3.6     0.0   18.68  142.91    0.41    0.49   11.76   18.19   73.17    1.74    0.00    5.94    14.9    13.5    6.49    2.36    2.00    1.83    1.26    1.13    2.27    0.28    0.10    0.07    0.07    0.07    0.07    0.06    0.05    8.20   15.16   13.59    6.56    2.42    2.08    1.91    1.32    1.18
   15 170    94   140     2   102.0    98.6     3.5     0.0   19.11  143.44    0.45    0.49   11.76   18.62   73.17    1.74    0.00    5.88    13.7    13.3    7.54    2.37    2.02    1.85    1.27    1.14    2.07    0.28    0.11    0.08    0.06    0.07    0.07    0.06    0.05    7.95   13.94   13.45    7.62    2.43    2.09    1.92    1.33    1.19
   15 171    95   140     2   102.4    99.1     3.3     0.0   19.50  143.99    0.47    0.49   11.76   19.01   73.17    1.74    0.00    6.08    13.5    13.6    7.54    2.37    2.03    1.86    1.28    1.15    1.81    0.27    0.11    0.08    0.06    0.07    0.07    0.06    0.05    7.90   13.73   13.68    7.62    2.44    2.10    1.93    1.34    1.20
   15 172    96   140     2   102.8    99.6     3.1     0.0   19.86  144.51    0.47    0.49   11.76   19.37   73.17    1.74    0.00    6.45    13.5    13.6    7.53    2.38    2.04    1.87    1.29    1.15    1.59    0.28    0.11    0.08    0.06    0.07    0.07    0.06    0.05    8.03   13.82   13.67    7.62    2.44    2.11    1.94    1.35    1.21
   15 173    97   140     2   103.1   100.1     3.0     0.0   20.21  144.99    0.47    0.49   11.77   19.73   73.17    1.74    0.00    4.97    13.3    14.1    7.74    2.39    2.05    1.88    1.30    1.16    1.40    0.28    0.11    0.08    0.06    0.07    0.07    0.06    0.05    6.36   13.59   14.22    7.83    2.45    2.12    1.95    1.36    1.21
   15 174    98   140     2   103.5   100.5     2.9     0.0   20.57  145.41    0.47    0.49   11.77   20.09   73.17    1.74    0.00    4.64    12.7    14.4    8.04    2.39    2.06    1.89    1.31    1.17    1.31    0.28    0.11    0.09    0.06    0.07    0.07    0.05    0.05    5.95   13.02   14.51    8.13    2.45    2.13    1.96    1.36    1.22
   15 175    99   140     2   103.8   100.9     2.9     0.0   20.94  145.84    0.47    0.49   11.77   20.45   73.17    1.74    0.00    4.67    12.1    14.3    8.55    2.50    2.07    1.90    1.32    1.18    1.21    0.28    0.12    0.09    0.06    0.07    0.07    0.05    0.05    5.88   12.40   14.38    8.64    2.56    2.14    1.97    1.37    1.23
   15 176   100   140     2   104.2   101.4     2.8     0.0   21.31  146.30    0.47    0.49   11.77   20.82   73.17    1.74    0.00    5.19    12.2    14.2    8.53    2.51    2.08    1.91    1.33    1.18    1.07    0.28    0.12    0.09    0.06    0.07    0.07    0.05    0.05    6.26   12.43   14.35    8.62    2.57    2.14    1.98    1.38    1.24
   15 177   101   140     2   104.6   101.9     2.7     0.0   21.69  146.76    0.47    0.49   11.78   21.20   73.17    1.74    0.00    5.45    12.2    14.2    8.55    2.52    2.09    1.92    1.33    1.19    0.95    0.28    0.12    0.09    0.06    0.07    0.07    0.05    0.05    6.40   12.45   14.36    8.64    2.57    2.16    1.99    1.39    1.24
   15 178   102   140     2   105.0   102.3     2.6     0.0   22.08  147.22    0.47    0.49   11.78   21.59   73.17    1.74    0.00    5.73    12.2    14.3    8.56    2.53    2.10    1.93    1.34    1.20    0.83    0.28    0.12    0.09    0.06    0.07    0.07    0.05    0.05    6.56   12.46   14.37    8.65    2.58    2.17    2.00    1.40    1.25
   15 179   103   140     2   105.4   102.8     2.6     0.0   22.48  147.69    0.47    0.49   11.78   21.99   73.17    1.74    0.00    5.98    12.2    14.3    8.57    2.54    2.11    1.94    1.35    1.21    0.72    0.27    0.12    0.09    0.06    0.07    0.07    0.05    0.05    6.70   12.48   14.38    8.67    2.59    2.18    2.01    1.41    1.26
   15 180   104   140     2   105.8   103.3     2.5     0.0   22.90  148.17    0.47    0.49   11.78   22.41   73.17    1.74    0.00    6.24    12.2    14.3    8.59    2.55    2.12    1.96    1.36    1.22    0.62    0.26    0.12    0.09    0.06    0.07    0.07    0.06    0.05    6.86   12.48   14.39    8.68    2.60    2.19    2.03    1.42    1.27
   15 181   105   140     2   106.2   103.8     2.4     0.0   23.33  148.66    0.47    0.49   11.79   22.84   73.17    1.74    0.00    6.54    12.2    14.3    8.60    2.56    2.14    1.97    1.38    1.23    0.54    0.25    0.12    0.10    0.06    0.07    0.07    0.06    0.05    7.07   12.46   14.40    8.70    2.62    2.20    2.04    1.43    1.28
   15 182   106   140     2   106.7   104.3     2.4     0.0   23.79  149.18    0.47    0.49   11.79   23.30   73.17    1.74    0.00    6.86    12.2    14.3    8.62    2.57    2.15    1.98    1.39    1.24    0.47    0.22    0.11    0.10    0.06    0.07    0.07    0.06    0.05    7.32   12.43   14.40    8.72    2.63    2.22    2.06    1.44    1.29
   15 183   107   180     3   142.1   105.0    37.1     4.5   24.25  149.71    0.47    0.49   12.30   23.76   73.17    1.74    0.00    7.38    12.2    14.3    8.64    2.58    2.17    2.00    1.40    1.25   54.40    0.19    0.11    0.10    0.06    0.07    0.07    0.06    0.05   61.77   12.40   14.40    8.73    2.64    2.23    2.07    1.46    1.30
   15 184   108   180     3   143.2   111.8    31.3     2.1   24.72  156.46    0.47    0.49   14.03   24.23   73.17    1.74    0.00   17.52    12.2    14.3    8.66    2.60    2.18    2.02    1.41    1.26   45.49    0.17    0.10    0.09    0.06    0.07    0.07    0.06    0.05   63.00   12.37   14.39    8.75    2.65    2.25    2.09    1.47    1.31
   15 185   109   180     3   135.9   117.8    18.1     1.1   25.19  162.26    0.47    0.49   22.76   24.70   73.17    1.74    0.00   26.18    12.2    14.3    8.68    2.61    2.20    2.04    1.43    1.27   25.01    0.15    0.09    0.09    0.06    0.06    0.07    0.06    0.06   51.19   12.34   14.39    8.77    2.67    2.27    2.11    1.49    1.33
   15 186   110   180     3   123.2   120.8     2.3     0.6   25.67  165.75    0.47    0.49   35.87   25.18   73.73    1.74    0.00   31.07    12.1    14.2    8.59    2.62    2.21    2.04    1.44    1.29    0.71    0.13    0.08    0.08    0.05    0.06    0.07    0.06    0.06   31.79   12.26   14.31    8.67    2.67    2.27    2.12    1.50    1.34
   15 187   111   180     3   122.3   120.0     2.3     0.4   26.16  166.36    0.47    0.49   35.98   25.67   75.16    1.74    0.00   31.40    12.0    14.0    8.39    2.60    2.19    2.02    1.46    1.30    0.82    0.11    0.07    0.07    0.05    0.06    0.07    0.06    0.06   32.22   12.07   14.07    8.46    2.65    2.25    2.09    1.52    1.36
   15 188   112   180     3   121.8   119.6     2.3     0.2   26.65  167.00    0.47    0.49   36.07   26.16   76.25    1.74    0.00   31.78    11.8    13.8    8.26    2.58    2.18    1.99    1.47    1.31    0.81    0.10    0.06    0.06    0.05    0.06    0.07    0.06    0.06   32.59   11.94   13.89    8.32    2.64    2.23    2.07    1.53    1.37
   15 189   113   180     3   121.6   119.4     2.2     0.0   27.19  167.71    0.47    0.49   36.15   26.70   77.13    1.74    0.00   27.15    14.3    13.7    8.15    2.57    2.17    1.98    1.49    1.33    0.81    0.09    0.06    0.06    0.05    0.05    0.07    0.06    0.06   27.95   14.35   13.75    8.20    2.62    2.22    2.05    1.55    1.39
   15 190   114   180     3   119.1   117.1     1.9     0.0   27.72  168.30    0.47    0.49   36.22   27.23   80.13    1.74    0.00   23.81    14.2    13.6    8.09    2.57    2.17    1.97    1.51    1.34    0.37    0.09    0.05    0.05    0.05    0.05    0.07    0.06    0.06   24.18   14.32   13.69    8.15    2.62    2.22    2.05    1.57    1.40
   15 191   115   180     3   117.0   115.1     1.9     0.0   28.18  168.79    0.47    0.49   36.28   27.69   82.64    1.74    0.00   20.54    14.1    13.6    8.08    2.58    2.18    1.98    1.52    1.35    0.25    0.09    0.05    0.05    0.05    0.05    0.07    0.06    0.06   20.79   14.23   13.66    8.13    2.63    2.23    2.06    1.58    1.41
   15 192   116   180     3   114.5   112.7     1.8     0.0   28.56  169.19    0.47    0.49   36.33   28.07   85.45    1.74    0.00   17.75    13.9    13.5    8.00    2.57    2.17    1.97    1.53    1.37    0.15    0.09    0.05    0.05    0.05    0.05    0.07    0.06    0.06   17.90   13.96   13.57    8.05    2.62    2.22    2.04    1.59    1.42
   15 193   117   180     3   114.0   112.2     1.7     0.0   28.91  169.56    0.47    0.49   36.36   28.42   86.30    1.74    0.00   17.98    13.6    13.4    7.92    2.55    2.16    1.95    1.55    1.38    0.10    0.09    0.05    0.05    0.05    0.05    0.07    0.06    0.06   18.09   13.71   13.47    7.97    2.60    2.21    2.02    1.61    1.43
   15 194   118   180     3   113.6   111.9     1.7     0.0   29.23  169.89    0.47    0.49   36.39   28.74   86.99    1.74    0.00   18.21    13.4    13.3    7.85    2.54    2.15    1.93    1.56    1.39    0.07    0.08    0.05    0.05    0.05    0.05    0.07    0.06    0.06   18.27   13.52   13.39    7.90    2.59    2.20    2.00    1.62    1.44
   15 195   119   180     3   113.3   111.6     1.7     0.0   29.55  170.23    0.47    0.49   36.41   29.06   87.56    1.74    0.00   18.42    13.3    13.3    7.78    2.53    2.14    1.91    1.57    1.40    0.05    0.08    0.05    0.05    0.05    0.05    0.07    0.06    0.06   18.47   13.38   13.32    7.83    2.58    2.19    1.98    1.63    1.45
   15 196   120   180     3   113.1   111.5     1.6     0.0   29.90  170.58    0.47    0.49   36.42   29.41   88.06    1.74    0.00   18.63    13.2    13.2    7.73    2.52    2.14    1.90    1.58    1.41    0.05    0.08    0.04    0.05    0.05    0.05    0.07    0.06    0.06   18.68   13.28   13.26    7.77    2.57    2.18    1.97    1.64    1.47
   15 197   121   180     3   113.1   111.4     1.6     0.0   30.27  170.95    0.47    0.49   36.44   29.78   88.48    1.74    0.00   18.84    13.1    13.2    7.68    2.52    2.13    1.89    1.59    1.42    0.05    0.07    0.04    0.05    0.05    0.04    0.07    0.06    0.06   18.89   13.19   13.21    7.72    2.56    2.18    1.96    1.65    1.48
   15 198   122   180     3   113.1   111.5     1.6     0.0   30.65  171.34    0.47    0.49   36.45   30.16   88.85    1.74    0.00   19.05    13.0    13.1    7.63    2.51    2.13    1.88    1.60    1.43    0.05    0.07    0.04    0.04    0.05    0.04    0.07    0.06    0.06   19.10   13.11   13.16    7.68    2.56    2.17    1.95    1.66    1.49
   15 199   123   180     3   113.1   111.5     1.6     0.0   31.04  171.74    0.47    0.49   36.46   30.55   89.17    1.74    0.00   19.26    13.0    13.1    7.60    2.51    2.13    1.88    1.62    1.45    0.05    0.07    0.04    0.04    0.04    0.04    0.07    0.06    0.06   19.30   13.05   13.12    7.64    2.55    2.17    1.94    1.68    1.50
   15 200   124   180     3   113.2   111.7     1.6     0.0   31.45  172.15    0.47    0.49   36.47   30.96   89.46    1.74    0.00   19.46    12.9    13.1    7.56    2.51    2.12    1.88    1.63    1.46    0.05    0.06    0.04    0.04    0.04    0.04    0.06    0.06    0.06   19.51   12.99   13.09    7.60    2.55    2.17    1.94    1.69    1.52
   15 201   125   180     3   113.4   111.8     1.6     0.0   31.86  172.56    0.47    0.49   36.48   31.37   89.72    1.74    0.00   19.67    12.9    13.0    7.53    2.50    2.12    1.88    1.65    1.47    0.05    0.06    0.04    0.04    0.04    0.04    0.06    0.06    0.06   19.72   12.94   13.06    7.57    2.55    2.17    1.94    1.71    1.53
   15 202   126   180     3   113.5   112.0     1.5     0.0   32.27  172.98    0.47    0.49   36.49   31.78   89.94    1.74    0.00   19.87    12.8    13.0    7.50    2.50    2.12    1.88    1.66    1.49    0.05    0.05    0.04    0.04    0.04    0.04    0.06    0.06    0.06   19.92   12.89   13.03    7.54    2.55    2.17    1.94    1.72    1.54
   15 203   127   180     3   113.7   112.2     1.5     0.0   32.68  173.40    0.47    0.49   36.50   32.19   90.15    1.74    0.00   20.08    12.8    13.0    7.48    2.50    2.13    1.88    1.68    1.50    0.04    0.05    0.04    0.04    0.04    0.04    0.06    0.06    0.06   20.12   12.84   13.01    7.52    2.55    2.17    1.94    1.74    1.56
   15 204   128   180     3   113.9   112.4     1.5     0.0   33.08  173.81    0.47    0.49   36.51   32.59   90.34    1.74    0.00   20.28    12.7    13.0    7.46    2.50    2.13    1.88    1.69    1.51    0.04    0.05    0.03    0.04    0.04    0.04    0.06    0.06    0.06   20.32   12.80   12.99    7.49    2.55    2.17    1.94    1.75    1.57
   15 205   129   180     3   114.2   112.7     1.5     0.0   33.50  174.22    0.47    0.49   36.52   33.01   90.52    1.74    0.00   20.48    12.7    12.9    7.43    2.51    2.13    1.89    1.71    1.53    0.05    0.05    0.03    0.04    0.04    0.04    0.05    0.06    0.06   20.53   12.75   12.97    7.47    2.55    2.17    1.94    1.77    1.59
   15 206   130   180     3   114.4   112.9     1.5     0.0   33.90  174.62    0.47    0.49   36.53   33.41   90.68    1.74    0.00   20.68    12.7    12.9    7.42    2.51    2.13    1.89    1.72    1.54    0.05    0.05    0.03    0.04    0.04    0.04    0.05    0.06    0.06   20.74   12.71   12.96    7.45    2.55    2.17    1.94    1.79    1.60
   15 207   131   180     3   114.6   113.1     1.5     0.0   34.29  175.00    0.47    0.49   36.54   33.80   90.83    1.74    0.00   20.88    12.6    12.9    7.40    2.51    2.13    1.89    1.74    1.56    0.05    0.04    0.03    0.04    0.04    0.04    0.05    0.06    0.06   20.94   12.66   12.94    7.43    2.55    2.17    1.94    1.80    1.61
   15 208   132   180     3   114.8   113.3     1.5     0.0   34.64  175.35    0.47    0.49   36.55   34.16   90.97    1.74    0.00   21.08    12.6    12.9    7.38    2.51    2.13    1.89    1.75    1.57    0.06    0.04    0.03    0.04    0.04    0.04    0.05    0.06    0.06   21.14   12.62   12.93    7.42    2.55    2.17    1.95    1.81    1.63
   15 209   133   180     3   115.0   113.5     1.5     0.0   34.99  175.68    0.47    0.49   36.57   34.50   91.10    1.74    0.00   21.29    12.5    12.9    7.36    2.51    2.13    1.90    1.76    1.58    0.08    0.04    0.03    0.03    0.04    0.04    0.05    0.06    0.06   21.37   12.57   12.91    7.40    2.55    2.17    1.95    1.83    1.64
   15 210   134   180     3   112.8   111.4     1.5     0.0   35.31  176.00    0.47    0.49   36.58   34.82   93.59    1.74    0.00   17.83    12.5    12.9    7.35    2.51    2.13    1.90    1.78    1.59    0.08    0.04    0.03    0.03    0.04    0.04    0.05    0.06    0.06   17.91   12.53   12.90    7.38    2.55    2.17    1.95    1.84    1.65
   15 211   135   180     3   112.8   111.3     1.5     0.0   35.61  176.29    0.47    0.49   36.60   35.12   93.90    1.74    0.00   17.73    12.4    12.9    7.33    2.51    2.13    1.90    1.79    1.60    0.07    0.04    0.03    0.03    0.04    0.04    0.05    0.06    0.06   17.80   12.48   12.88    7.37    2.54    2.16    1.95    1.85    1.66
   15 212   136   180     3   112.6   111.2     1.4     0.0   35.88  176.56    0.47    0.49   36.62   35.39   94.35    1.74    0.00   17.42    12.4    12.8    7.32    2.50    2.13    1.90    1.80    1.61    0.06    0.04    0.03    0.03    0.04    0.04    0.05    0.06    0.06   17.48   12.43   12.87    7.35    2.54    2.16    1.95    1.86    1.67
   15 213   137   180     3   112.8   111.3     1.4     0.0   36.15  176.83    0.47    0.49   36.62   35.66   94.47    1.74    0.00   17.60    12.3    12.8    7.30    2.50    2.12    1.90    1.81    1.62    0.08    0.04    0.03    0.03    0.04    0.04    0.05    0.06    0.06   17.67   12.39   12.86    7.34    2.54    2.16    1.95    1.87    1.68
   15 214   138   180     3   112.9   111.5     1.4     0.0   36.41  177.10    0.47    0.49   36.62   35.92   94.57    1.74    0.00   17.79    12.3    12.8    7.29    2.50    2.12    1.90    1.82    1.63    0.08    0.04    0.03    0.03    0.04    0.04    0.05    0.06    0.06   17.88   12.34   12.84    7.32    2.54    2.16    1.94    1.88    1.69
   15 215   139   180     3   113.1   111.7     1.4     0.0   36.68  177.37    0.47    0.49   36.62   36.19   94.67    1.74    0.00   17.99    12.3    12.8    7.28    2.50    2.12    1.90    1.83    1.64    0.09    0.04    0.03    0.03    0.04    0.04    0.05    0.06    0.06   18.08   12.30   12.83    7.31    2.54    2.16    1.94    1.89    1.70
   15 216   140   180     3   113.3   111.8     1.4     0.0   36.97  177.65    0.47    0.49   36.62   36.48   94.76    1.74    0.00   18.18    12.2    12.8    7.27    2.50    2.12    1.90    1.84    1.65    0.09    0.04    0.03    0.03    0.04    0.04    0.05    0.06    0.06   18.28   12.25   12.82    7.30    2.54    2.16    1.95    1.90    1.71
   15 217   141   180     3   113.5   112.1     1.4     0.0   37.27  177.96    0.47    0.49   36.63   36.78   94.85    1.74    0.00   18.38    12.2    12.8    7.26    2.50    2.12    1.90    1.85    1.67    0.10    0.05    0.03    0.03    0.04    0.04    0.04    0.06    0.06   18.47   12.21   12.81    7.29    2.54    2.16    1.95    1.91    1.72
   15 218   142   180     3   113.7   112.3     1.4     0.0   37.60  178.28    0.47    0.49   36.63   37.11   94.94    1.74    0.00   18.57    12.1    12.8    7.25    2.51    2.13    1.91    1.86    1.68    0.10    0.05    0.03    0.03    0.04    0.04    0.04    0.06    0.06   18.67   12.17   12.80    7.28    2.54    2.16    1.95    1.92    1.73
   15 219   143   180     3   114.0   112.6     1.4     0.0   37.95  178.63    0.47    0.49   36.65   37.46   95.02    1.74    0.00   18.77    12.1    12.8    7.25    2.51    2.13    1.91    1.88    1.69    0.07    0.05    0.03    0.03    0.04    0.04    0.04    0.06    0.06   18.84   12.13   12.79    7.28    2.55    2.16    1.95    1.94    1.75
   15 220   144   180     3   114.2   112.8     1.4     0.0   38.32  178.99    0.47    0.49   36.66   37.83   95.10    1.74    0.00   18.96    12.0    12.7    7.24    2.51    2.13    1.91    1.89    1.70    0.05    0.05    0.03    0.03    0.04    0.03    0.04    0.06    0.06   19.01   12.09   12.78    7.27    2.55    2.17    1.96    1.95    1.76
   15 221   145   180     3   114.6   113.1     1.4     0.0   38.72  179.38    0.47    0.49   36.67   38.23   95.18    1.74    0.00   19.15    12.0    12.7    7.24    2.52    2.14    1.92    1.91    1.72    0.06    0.04    0.03    0.03    0.04    0.03    0.04    0.06    0.06   19.20   12.05   12.77    7.27    2.55    2.17    1.96    1.97    1.78

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:15:00

*RUN   9        : 9                         CSCER048 TUDU1501    9
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  9   : 9                         CSCER048
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                            NH4 (ppm) at soil dep. (cm):                                            Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    
   15 076     0     0     0    31.4    22.0     9.3     0.0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.00     1.5     1.2    1.00    1.00    0.80    0.80    0.50    0.50    1.00    0.80    0.60    0.40    0.40    0.30    0.30    0.20    0.20    3.00    2.30    1.80    1.40    1.40    1.10    1.10    0.70    0.70
   15 077     1     0     0    31.3    23.2     8.1     0.0    0.06    1.18    0.00    0.07    0.00   -0.01    0.00    0.00    0.00    2.11     1.6     1.3    1.05    1.05    0.84    0.84    0.53    0.53    0.86    0.68    0.52    0.35    0.35    0.26    0.26    0.18    0.18    2.97    2.27    1.80    1.40    1.40    1.10    1.10    0.70    0.70
   15 078     2     0     0    31.3    24.2     7.1     0.0    0.11    2.16    0.00    0.12    0.00   -0.02    0.00    0.00    0.00    2.23     1.7     1.3    1.09    1.09    0.87    0.87    0.55    0.55    0.74    0.58    0.46    0.30    0.31    0.23    0.23    0.16    0.16    2.97    2.24    1.79    1.40    1.40    1.10    1.10    0.71    0.71
   15 079     3     0     0    31.3    25.0     6.3     0.0    0.15    2.98    0.00    0.16    0.00   -0.01    0.00    0.00    0.00    2.34     1.7     1.4    1.12    1.12    0.90    0.90    0.57    0.57    0.65    0.50    0.41    0.27    0.28    0.20    0.21    0.14    0.14    2.99    2.21    1.79    1.39    1.40    1.10    1.10    0.71    0.71
   15 080     4     0     0    31.3    25.7     5.7     0.0    0.19    3.65    0.00    0.18    0.00    0.01    0.00    0.00    0.00    2.35     1.8     1.4    1.15    1.15    0.92    0.92    0.58    0.58    0.58    0.44    0.37    0.24    0.25    0.18    0.19    0.12    0.13    2.93    2.23    1.78    1.39    1.40    1.10    1.11    0.71    0.71
   15 081     5     0     0    31.4    26.2     5.1     0.0    0.22    4.21    0.00    0.20    0.00    0.02    0.00    0.00    0.00    2.39     1.8     1.4    1.17    1.17    0.94    0.94    0.60    0.60    0.53    0.40    0.33    0.22    0.22    0.16    0.17    0.11    0.12    2.92    2.23    1.78    1.39    1.40    1.10    1.11    0.71    0.71
   15 082     6     0     0    31.4    26.7     4.7     0.0    0.23    4.68    0.00    0.20    0.00    0.03    0.00    0.00    0.00    2.46     1.9     1.5    1.19    1.19    0.95    0.95    0.61    0.61    0.49    0.36    0.31    0.20    0.20    0.15    0.15    0.10    0.10    2.94    2.22    1.78    1.39    1.40    1.10    1.11    0.71    0.72
   15 083     7     0     0    31.4    27.1     4.3     0.0    0.24    5.07    0.00    0.20    0.00    0.03    0.00    0.00    0.00    2.52     1.9     1.5    1.21    1.21    0.96    0.97    0.62    0.62    0.45    0.34    0.28    0.18    0.19    0.14    0.14    0.09    0.09    2.97    2.20    1.78    1.39    1.40    1.10    1.11    0.71    0.72
   15 084     8     0     0    31.4    27.4     3.9     0.0    0.24    5.44    0.00    0.20    0.00    0.04    0.01    0.00    0.00    2.58     1.9     1.5    1.22    1.22    0.98    0.98    0.63    0.63    0.42    0.31    0.26    0.17    0.17    0.12    0.13    0.08    0.09    3.00    2.19    1.78    1.39    1.40    1.10    1.11    0.71    0.72
   15 085     9     0     0    31.4    27.8     3.6     0.0    0.25    5.79    0.00    0.21    0.00    0.05    0.01    0.00    0.00    2.63     1.9     1.5    1.24    1.24    0.99    0.99    0.64    0.64    0.39    0.29    0.24    0.15    0.16    0.11    0.12    0.08    0.08    3.02    2.18    1.77    1.39    1.40    1.10    1.11    0.71    0.72
   15 086    10     0     0    31.4    28.1     3.3     0.0    0.27    6.11    0.00    0.21    0.00    0.06    0.01    0.00    0.00    2.69     1.9     1.6    1.25    1.25    1.00    1.00    0.64    0.65    0.36    0.26    0.22    0.14    0.14    0.10    0.11    0.07    0.07    3.05    2.17    1.77    1.39    1.40    1.10    1.11    0.71    0.72
   15 087    11     0     0    31.4    28.4     3.0     0.0    0.29    6.42    0.00    0.22    0.00    0.07    0.02    0.00    0.00    2.74     1.9     1.6    1.26    1.27    1.01    1.01    0.65    0.65    0.33    0.24    0.20    0.13    0.13    0.09    0.10    0.06    0.07    3.07    2.15    1.77    1.39    1.40    1.10    1.11    0.71    0.72
