*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  SEP 11, 2025 14:40:05

*RUN   1        : DRYLAND  - 0 KG N/HA      CSCER048 KSAS8101    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : KSAS8101 WH N RESPONSE,KANSAS STATE  3FE(N)*2IR  (DSSAT3)
 DATA PATH      :
 TREATMENT  1   : DRYLAND  - 0 KG N/HA      CSCER048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 1982 121   208    1.01    1.98    5.28    2.97   171.1   0.875   0.172   2.094   5.505     1.0     3.3     7.2     8.6     127    1.82    0.13    6.83    8.31     0.0     0.0     0.0     0.0     0.0     0.0     1.4     3.9     3.3     39.     46.      7.     11.     10.      9.      4.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.8     0.7     0.0     0.0     0.0     0.0     0.0     0.0     1.1     3.1     2.6     0.3     0.3     0.1     0.1     0.1     0.1     2.1     0.0     5.4
 1982 122   209    1.02    1.98    5.29    2.98   171.3   0.877   0.172   2.101   5.518     1.1     3.5     7.7     8.7     152    1.83    0.15    6.84   13.07     0.0     0.0     0.0     0.0     0.0     0.0     1.3     4.0     3.4     50.     60.      7.     11.     10.      9.      4.      0.      0.     0.0     0.1     0.0     0.0     0.0     0.0     0.3     0.8     0.7     0.0     0.0     0.0     0.0     0.0     0.0     1.1     3.1     2.6     0.3     0.4     0.1     0.1     0.1     0.1     2.1     6.2     3.8
 1982 123   210    1.02    1.99    5.29    2.99   171.4   0.878   0.172   2.108   5.526     1.2     3.8     8.4     8.9     179    1.87    0.18    7.00    8.32     0.0     0.0     0.0     0.0     0.0     0.0     1.3     4.1     3.4     55.     78.      8.     12.     11.     10.      4.      0.      0.     0.1     0.1     0.0     0.0     0.0     0.0     0.3     0.9     0.7     0.0     0.0     0.0     0.0     0.0     0.0     1.1     3.2     2.7     0.4     0.5     0.1     0.1     0.1     0.1     2.0     5.1     0.0
 1982 124   211    1.02    1.99    5.30    3.00   171.7   0.880   0.172   2.116   5.536     1.3     4.2     9.4     9.3     228    1.95    0.23    7.31    9.41     0.0     0.0     0.0     0.0     0.0     0.0     1.3     4.3     3.6     67.    107.     10.     14.     13.     12.      5.      0.      1.     0.1     0.1     0.0     0.0     0.0     0.0     0.3     0.9     0.8     0.0     0.0     0.0     0.0     0.0     0.0     1.1     3.4     2.8     0.5     0.7     0.1     0.1     0.1     0.1     2.0     0.0     5.8
 1982 125   212    1.02    2.00    5.31    3.01   171.9   0.882   0.172   2.123   5.553     1.4     4.7    10.4     9.6     272    2.03    0.27    7.61   17.10     0.0     0.0     0.0     0.0     0.0     0.0     1.3     4.6     3.8     65.    138.     12.     17.     17.     14.      6.      1.      1.     0.1     0.1     0.0     0.0     0.0     0.0     0.3     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     1.0     3.6     3.0     0.5     1.0     0.1     0.1     0.1     0.1     2.0     7.2     6.1
 1982 126   213    1.02    2.00    5.33    3.02   172.2   0.884   0.173   2.131   5.570     1.5     4.9    10.8     9.6     268    2.03    0.27    7.61   17.10     0.0     0.0     0.0     0.0     0.0     0.0     1.2     4.6     3.8     60.    131.     13.     19.     18.     17.      7.      1.      1.     0.1     0.1     0.0     0.0     0.0     0.0     0.2     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.9     3.7     3.0     0.4     0.9     0.1     0.1     0.1     0.1     1.9     7.2     6.2
 1982 127   214    1.02    2.00    5.33    3.02   172.3   0.886   0.173   2.138   5.585     1.1     3.7     7.9     9.2     145    1.94    0.15    7.27   15.45     0.0     0.0     0.0     0.0     0.0     0.0     0.9     4.5     3.8     26.     41.     14.     18.     18.     17.      8.      2.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.9     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.7     3.6     2.9     0.1     0.2     0.1     0.1     0.1     0.1     1.5     7.1     6.0
 1982 128   215    1.02    2.01    5.34    3.03   172.7   0.888   0.173   2.145   5.602     1.4     4.6     9.9     9.2     338    1.93    0.34    7.23   16.70     0.0     0.0     0.0     0.0     0.0     0.0     0.8     4.6     3.8     98.    153.     17.     18.     19.     19.      9.      2.      2.     0.1     0.2     0.0     0.0     0.0     0.0     0.2     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.7     3.6     2.9     0.6     1.0     0.1     0.1     0.1     0.1     1.3     7.2     6.1
 1982 129   216    1.02    2.01    5.35    3.04   173.0   0.890   0.173   2.152   5.619     1.5     4.8    10.4     8.9     363    1.89    0.36    7.05   16.54     0.0     0.0     0.0     0.0     0.0     0.0     0.7     4.5     3.7    108.    165.     20.     18.     19.     19.     10.      2.      2.     0.1     0.2     0.0     0.0     0.0     0.0     0.1     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.5     3.6     2.9     0.7     1.1     0.1     0.1     0.1     0.1     1.1     7.1     6.0
 1982 130   217    1.03    2.02    5.36    3.05   173.4   0.892   0.174   2.159   5.635     1.6     5.1    11.0     8.7     365    1.83    0.37    6.84   16.17     0.0     0.0     0.0     0.0     0.0     0.0     0.5     4.5     3.7    110.    165.     21.     17.     18.     19.     11.      2.      2.     0.1     0.2     0.0     0.0     0.0     0.0     0.1     0.9     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.4     3.5     2.9     0.7     1.1     0.1     0.1     0.1     0.1     0.8     7.0     6.0
 1982 131   218    1.03    2.02    5.38    3.06   173.8   0.894   0.174   2.166   5.651     1.7     5.4    11.6     8.7     408    1.83    0.41    6.83   16.47     0.0     0.0     0.0     0.0     0.0     0.0     0.4     4.5     3.7    120.    192.     23.     18.     19.     21.     11.      2.      2.     0.1     0.2     0.0     0.0     0.0     0.0     0.1     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.3     3.6     2.9     0.8     1.3     0.1     0.1     0.1     0.2     0.7     7.1     6.0
 1982 132   219    1.03    2.03    5.39    3.07   174.3   0.896   0.175   2.173   5.669     1.8     5.6    12.2     8.9     477    1.87    0.48    6.98   17.27     0.0     0.0     0.0     0.0     0.0     0.0     0.2     4.7     3.9    137.    229.     27.     21.     22.     24.     13.      3.      2.     0.1     0.2     0.0     0.0     0.0     0.0     0.1     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.2     3.8     3.0     0.9     1.5     0.2     0.2     0.2     0.2     0.4     7.4     6.3
 1982 133   220    1.03    2.03    5.40    3.08   174.6   0.898   0.175   2.180   5.684     1.5     4.7    10.0     8.9     263    1.88    0.26    6.98   15.66     0.0     0.0     0.0     0.0     0.0     0.0     0.1     4.8     3.9     54.     90.     28.     22.     23.     25.     14.      3.      3.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.1     3.8     3.1     0.3     0.5     0.2     0.2     0.2     0.2     0.3     7.5     6.3
 1982 134   221    1.03    2.04    5.41    3.09   175.2   0.900   0.176   2.187   5.703     1.8     5.7    12.2     9.0     660    1.90    0.66    7.06   18.57     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.9     4.0    201.    328.     34.     23.     24.     28.     16.      4.      3.     0.2     0.3     0.0     0.0     0.0     0.0     0.0     1.0     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.9     3.1     1.3     2.2     0.2     0.2     0.2     0.2     0.1     7.7     6.5
 1982 135   222    1.03    2.05    5.42    3.10   175.9   0.901   0.176   2.194   5.721     1.9     5.8    12.7     8.7     668    1.85    0.67    6.90   18.29     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.8     3.9    205.    332.     36.     22.     23.     27.     17.      4.      3.     0.2     0.3     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.8     3.1     1.3     2.2     0.2     0.2     0.2     0.2     0.1     7.6     6.3
 1982 136   223    1.04    2.05    5.44    3.10   176.4   0.903   0.177   2.201   5.738     2.0     6.0    13.0     8.6     484    1.81    0.48    6.75   16.77     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.7     3.8    199.    157.     36.     21.     21.     26.     17.      4.      3.     0.2     0.2     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.7     3.0     1.3     1.0     0.2     0.2     0.2     0.2     0.1     7.4     6.2
 1982 137   224    1.04    2.06    5.45    3.11   177.0   0.905   0.177   2.207   5.755     1.9     5.9    12.8     8.5     585    1.80    0.59    6.71   17.34     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.7     3.8     92.    365.     37.     20.     21.     26.     17.      4.      3.     0.1     0.4     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.7     3.0     0.6     2.4     0.2     0.2     0.2     0.2     0.1     7.3     6.2
 1982 138   225    1.04    2.06    5.46    3.12   177.4   0.907   0.178   2.214   5.771     2.0     6.1    13.3     8.5     417    1.81    0.42    6.72   16.25     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.7     3.8    115.    171.     38.     21.     21.     26.     17.      4.      3.     0.1     0.2     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.7     3.0     0.7     1.1     0.2     0.2     0.2     0.2     0.1     7.3     6.2
 1982 139   226    1.04    2.07    5.48    3.13   178.2   0.909   0.179   2.221   5.790     2.1     6.3    14.0     8.5     805    1.81    0.80    6.74   18.87     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.7     3.8    264.    407.     40.     21.     21.     27.     18.      4.      4.     0.3     0.4     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.7     3.0     1.7     2.7     0.2     0.2     0.2     0.2     0.1     7.4     6.2
 1982 140   227    1.05    2.08    5.49    3.14   179.0   0.910   0.179   2.228   5.810     2.2     6.4    14.5     8.7     825    1.85    0.82    6.88   19.31     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.8     3.9    266.    415.     44.     23.     22.     28.     19.      5.      4.     0.3     0.4     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.8     3.1     1.8     2.7     0.3     0.2     0.2     0.2     0.1     7.5     6.3
 1982 141   228    1.05    2.08    5.51    3.15   179.8   0.912   0.180   2.235   5.829     2.3     6.5    15.0     8.8     795    1.87    0.80    6.94   19.25     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.8     4.0    247.    397.     46.     24.     22.     29.     20.      5.      4.     0.2     0.4     0.0     0.0     0.0     0.0     0.0     1.0     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.8     3.1     1.6     2.6     0.3     0.2     0.2     0.2     0.1     7.6     6.4
 1982 142   229    1.05    2.09    5.52    3.16   180.2   0.914   0.181   2.241   5.845     2.2     6.3    14.4     8.7     385    1.85    0.38    6.88   16.31     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.8     3.9    105.    158.     18.     24.     22.     29.     20.      5.      4.     0.1     0.2     0.0     0.0     0.0     0.0     0.0     1.0     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.8     3.1     0.7     1.0     0.1     0.2     0.2     0.2     0.1     7.5     6.4
 1982 143   230    1.05    2.10    5.54    3.16   181.0   0.916   0.181   2.248   5.864     2.3     6.5    15.1     8.8     801    1.86    0.80    6.91   19.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.8     3.9    243.    398.     53.     27.     21.     29.     20.      5.      4.     0.2     0.4     0.1     0.0     0.0     0.0     0.0     1.0     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.8     3.1     1.6     2.6     0.3     0.2     0.2     0.2     0.2     7.5     6.4
 1982 144   231    1.05    2.10    5.55    3.17   181.7   0.918   0.182   2.255   5.883     2.3     6.5    15.5     8.6     744    1.83    0.74    6.81   18.64     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.7     3.9    221.    366.     49.     29.     21.     29.     20.      5.      4.     0.2     0.4     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.7     3.1     1.5     2.4     0.3     0.2     0.2     0.2     0.1     7.4     6.3
 1982 145   232    1.06    2.11    5.57    3.18   182.4   0.920   0.183   2.262   5.901     2.4     6.6    15.7     8.4     655    1.78    0.66    6.64   17.70     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.6     3.8    188.    319.     45.     29.     19.     27.     19.      5.      4.     0.2     0.3     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.6     3.0     1.2     2.1     0.3     0.2     0.1     0.2     0.1     7.2     6.2
 1982 146   233    1.06    2.11    5.58    3.19   182.7   0.921   0.183   2.268   5.916     2.1     5.9    13.9     8.4     313    1.77    0.31    6.59   15.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.6     3.8     72.    120.     18.     30.     19.     27.     18.      5.      4.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.6     3.0     0.4     0.7     0.1     0.2     0.1     0.2     0.1     7.2     6.1
 1982 147   234    1.06    2.12    5.60    3.20   183.1   0.923   0.184   2.274   5.929     2.3     6.5    15.5     6.8     432    1.44    0.43    5.36   13.54     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.3     3.5    196.    147.     20.     12.      7.     24.     17.      5.      4.     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.7     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.6     2.8     1.3     0.9     0.1     0.1     0.0     0.2     0.1     5.1     5.7
 1982 148   235    1.06    2.13    5.61    3.21   183.6   0.925   0.184   2.282   5.949     2.3     6.5    15.5    10.3     509    2.19    0.51    8.10   19.68     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.5     4.8    196.    179.     56.     16.     10.     24.     18.      6.      4.     0.2     0.2     0.1     0.0     0.0     0.0     0.0     1.2     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.4     3.7     1.3     1.1     0.3     0.1     0.1     0.2     0.1     8.7     7.7
 1982 149   236    1.07    2.13    5.63    3.22   184.4   0.927   0.185   2.290   5.971     2.3     6.6    15.9    10.6     802    2.25    0.80    8.31   22.08     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.7     4.8    206.    441.     57.     24.     16.     28.     20.      6.      4.     0.2     0.4     0.1     0.0     0.0     0.0     0.0     1.2     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.5     3.8     1.4     2.9     0.3     0.2     0.1     0.2     0.1     9.0     7.8
 1982 150   237    1.07    2.14    5.64    3.25   184.9   0.934   0.185   2.314   6.025     2.3     6.5    15.8    30.9     493    6.94    0.49   23.95   54.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0    18.5    12.4    202.    190.     22.     20.     14.     19.     16.      5.      4.     0.2     0.2     0.0     0.0     0.0     0.0     0.0     4.2     2.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0    14.3     9.7     1.3     1.2     0.1     0.1     0.1     0.1     0.1    30.6    20.5
 1982 151   238    1.07    2.15    5.66    3.40   185.7   0.973   0.186   2.428   6.300     2.4     6.6    16.2   152.9     760   38.69    0.76  114.18  274.07     0.0     0.0     0.0    19.5    31.3    31.4    29.4    23.1    18.3    189.    410.     64.     28.     19.     27.     18.      2.      2.     0.2     0.4     0.1     5.0     9.5     7.8     7.0     5.3     4.1     0.0     0.0     0.0    14.5    21.8    23.6    22.4    17.8    14.1     1.2     2.7     0.4    35.5    66.2    58.7    50.5    30.4    28.4
 1982 152   239    1.07    2.15    5.67    3.56   186.0   1.012   0.186   2.544   6.509     2.2     6.2    15.1   155.0     296   38.83    0.30  116.17  209.37     0.0     0.0     0.0    32.5    35.6    21.9    23.4    21.8    19.8     76.    129.     23.     22.     13.     20.     12.      0.      0.     0.1     0.1     0.0     8.1    10.6     5.3     5.4     5.0     4.5     0.0     0.0     0.0    24.5    25.0    16.6    18.0    16.8    15.3     0.5     0.7     0.1    55.2    73.4    39.8    39.6     0.0     0.0
 1982 153   240    1.08    2.16    5.69    3.60   186.6   1.022   0.187   2.580   6.592     2.6     7.4    18.2    46.2     624   10.76    0.62   35.40   83.41     0.0     0.0     0.0     7.2     8.1     7.2     8.3     8.0     7.3    183.    317.     64.     22.     10.     16.      8.      3.      2.     0.2     0.3     0.1     1.7     2.3     1.6     1.8     1.8     1.6     0.0     0.0     0.0     5.6     5.8     5.5     6.5     6.3     5.7     1.2     2.1     0.4    12.1    16.6    12.5    13.6    13.1    11.9
 1982 154   241    1.08    2.17    5.71    3.63   187.1   1.028   0.188   2.599   6.638     2.9     8.3    20.5    25.0     483    5.65    0.48   19.32   45.23     0.0     0.0     0.0     0.6     3.3     3.7     5.2     5.9     6.2    142.    230.     52.     21.     10.     16.      8.      2.      2.     0.1     0.2     0.1     0.2     0.9     0.9     1.1     1.3     1.4     0.0     0.0     0.0     0.5     2.4     2.9     4.1     4.6     4.9     0.9     1.5     0.3     1.1     6.7     6.5     8.5     9.6    10.1
 1982 155   242    1.08    2.18    5.74    3.64   187.5   1.032   0.188   2.612   6.668     3.3     9.5    23.3    16.3     424    3.67    0.42   12.66   30.23     0.0     0.0     0.0     0.0     2.0     3.4     5.0     2.2     3.7    119.    185.     45.     38.     11.     15.      8.      2.      1.     0.1     0.2     0.0     0.0     0.6     0.8     1.1     0.5     0.8     0.0     0.0     0.0     0.0     1.5     2.6     3.9     1.8     2.9     0.8     1.2     0.3     0.3     4.1     5.9     8.1     3.6     5.9
 1982 156   243    1.09    2.19    5.76    3.66   187.9   1.035   0.188   2.622   6.692     3.8    10.8    26.5    13.6     378    2.94    0.38   10.62   24.64     0.0     0.0     0.0     0.0     0.0     3.0     4.7     2.2     3.6    102.    152.     41.     35.     21.     15.      8.      3.      2.     0.1     0.2     0.0     0.0     0.0     0.7     1.0     0.5     0.8     0.0     0.0     0.0     0.0     0.0     2.3     3.7     1.7     2.9     0.7     1.0     0.2     0.3     0.2     5.2     7.7     3.5     5.8
 1982 157   244    1.09    2.20    5.79    3.67   188.2   1.038   0.189   2.633   6.716     4.3    12.3    29.9    12.9     347    2.79    0.35   10.09   23.28     0.0     0.0     0.0     0.0     0.0     2.5     4.6     2.2     3.6     93.    131.     39.     34.     22.     16.      8.      3.      2.     0.1     0.1     0.0     0.0     0.0     0.6     1.0     0.5     0.8     0.0     0.0     0.0     0.0     0.0     1.9     3.6     1.7     2.9     0.6     0.9     0.2     0.2     0.2     4.3     7.5     3.5     5.9
 1982 158   245    1.09    2.22    5.83    3.68   188.6   1.040   0.189   2.643   6.739     4.8    13.9    33.7    13.0     361    2.80    0.36   10.17   23.47     0.0     0.0     0.0     0.0     0.0     2.1     4.7     2.3     3.8     97.    120.     45.     39.     27.     19.      9.      4.      2.     0.1     0.1     0.0     0.0     0.0     0.5     1.0     0.5     0.8     0.0     0.0     0.0     0.0     0.0     1.6     3.7     1.8     3.0     0.6     0.8     0.3     0.3     0.2     3.7     7.7     3.7     6.2
 1982 159   246    1.10    2.23    5.86    3.70   188.9   1.043   0.189   2.652   6.761     5.2    15.0    36.1    12.3     330    2.65    0.33    9.65   22.10     0.0     0.0     0.0     0.0     0.0     1.5     4.6     2.3     3.9     98.     76.     47.     41.     30.     21.     10.      5.      2.     0.1     0.1     0.0     0.0     0.0     0.3     1.0     0.5     0.8     0.0     0.0     0.0     0.0     0.0     1.1     3.6     1.8     3.1     0.6     0.5     0.3     0.3     0.2     2.6     7.5     3.8     6.3
 1982 160   247    1.11    2.25    5.90    3.71   189.4   1.046   0.190   2.662   6.784     5.6    16.4    39.2    12.1     423    2.61    0.42    9.52   22.40     0.0     0.0     0.0     0.0     0.0     0.9     4.7     2.5     4.1    101.    137.     54.     47.     36.     26.     12.      7.      3.     0.1     0.1     0.1     0.0     0.0     0.2     1.0     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.7     3.7     1.9     3.2     0.7     0.9     0.3     0.3     0.3     1.6     7.6     4.0     6.6
 1982 161   248    1.11    2.26    5.94    3.72   189.7   1.048   0.190   2.671   6.804     5.9    17.3    41.0    11.3     352    2.43    0.35    8.89   20.54     0.0     0.0     0.0     0.0     0.0     0.1     4.6     2.5     4.2    104.    100.     25.     27.     40.     30.     14.      9.      4.     0.1     0.1     0.0     0.0     0.0     0.0     1.0     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     3.6     2.0     3.3     0.7     0.6     0.1     0.2     0.3     0.3     7.4     4.1     6.8
 1982 162   249    1.12    2.28    5.99    3.73   190.2   1.050   0.191   2.679   6.825     6.3    18.6    43.6    11.0     526    2.37    0.53    8.67   21.23     0.0     0.0     0.0     0.0     0.0     0.0     4.3     2.5     4.2    115.    206.     68.     32.     41.     35.     16.     10.      5.     0.1     0.2     0.1     0.0     0.0     0.0     0.9     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     3.4     2.0     3.3     0.8     1.3     0.4     0.2     0.3     0.3     7.0     4.1     6.8
 1982 163   250    1.12    2.30    6.03    3.74   190.7   1.053   0.191   2.688   6.845     6.6    19.5    45.4    10.5     459    2.24    0.46    8.22   19.88     0.0     0.0     0.0     0.0     0.0     0.0     4.0     2.4     4.1     99.    143.     58.     57.     38.     33.     15.     10.      5.     0.1     0.1     0.1     0.1     0.0     0.0     0.9     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     3.1     1.9     3.2     0.7     0.9     0.4     0.4     0.3     0.3     6.5     3.9     6.6
 1982 164   251    1.13    2.32    6.08    3.75   191.2   1.055   0.192   2.696   6.865     6.9    20.6    47.5    10.2     482    2.18    0.48    7.99   19.57     0.0     0.0     0.0     0.0     0.0     0.0     3.7     2.3     4.1     91.    178.     55.     53.     38.     34.     16.     11.      6.     0.1     0.2     0.1     0.1     0.0     0.0     0.8     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     2.9     1.8     3.2     0.6     1.2     0.3     0.4     0.3     0.3     6.1     3.8     6.6
 1982 165   252    1.14    2.35    6.13    3.76   191.6   1.057   0.192   2.703   6.884     7.2    21.7    49.5     9.7     462    2.08    0.46    7.64   18.70     0.0     0.0     0.0     0.0     0.0     0.0     3.5     2.3     4.0     84.    180.     50.     47.     36.     32.     16.     11.      6.     0.1     0.2     0.0     0.0     0.0     0.0     0.8     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     2.7     1.8     3.1     0.6     1.2     0.3     0.3     0.3     0.2     5.6     3.7     6.4
 1982 166   253    1.15    2.37    6.18    3.77   192.1   1.059   0.193   2.711   6.902     7.3    22.0    49.7     9.6     464    2.04    0.46    7.53   18.46     0.0     0.0     0.0     0.0     0.0     0.0     3.3     2.3     4.0     79.    186.     49.     47.     37.     33.     16.     11.      6.     0.1     0.2     0.0     0.0     0.0     0.0     0.7     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     2.6     1.8     3.1     0.6     1.2     0.3     0.3     0.3     0.3     5.4     3.7     6.4
 1982 167   254    1.15    2.39    6.22    3.78   192.5   1.061   0.193   2.718   6.920     6.5    19.5    43.8     9.6     377    2.04    0.38    7.52   17.77     0.0     0.0     0.0     0.0     0.0     0.0     3.2     2.3     4.1     78.     87.     53.     49.     40.     35.     18.     12.      6.     0.1     0.1     0.1     0.0     0.0     0.0     0.7     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     2.5     1.8     3.2     0.5     0.5     0.3     0.4     0.3     0.3     5.1     3.8     6.6
 1982 168   255    1.16    2.41    6.27    3.79   192.8   1.063   0.193   2.726   6.937     6.6    20.0    44.4     9.4     353    2.01    0.35    7.43   17.47     0.0     0.0     0.0     0.0     0.0     0.0     3.0     2.3     4.2     61.     72.     54.     49.     41.     37.     19.     13.      7.     0.1     0.1     0.1     0.0     0.0     0.0     0.6     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     2.3     1.8     3.3     0.4     0.5     0.3     0.4     0.3     0.3     4.8     3.8     6.7
 1982 169   256    1.16    2.43    6.31    3.80   193.3   1.065   0.194   2.733   6.955     6.7    20.4    45.0     9.2     452    1.96    0.45    7.26   17.77     0.0     0.0     0.0     0.0     0.0     0.0     2.8     2.3     4.2     87.    142.     54.     49.     42.     37.     20.     13.      7.     0.1     0.1     0.1     0.0     0.0     0.0     0.6     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     2.2     1.8     3.3     0.6     0.9     0.3     0.4     0.3     0.3     4.5     3.8     6.7
 1982 170   257    1.17    2.45    6.36    3.81   193.8   1.067   0.194   2.740   6.973     6.6    20.1    44.0     9.0     492    1.91    0.49    7.09   17.67     0.0     0.0     0.0     0.0     0.0     0.0     2.6     2.3     4.2     91.    177.     54.     49.     42.     38.     21.     14.      8.     0.1     0.2     0.1     0.0     0.0     0.0     0.6     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     2.0     1.8     3.3     0.6     1.2     0.3     0.4     0.3     0.3     4.2     3.7     6.7
 1982 171   258    1.18    2.47    6.40    3.82   194.2   1.069   0.195   2.747   6.989     6.9    21.3    46.3     8.5     467    1.81    0.47    6.71   16.74     0.0     0.0     0.0     0.0     0.0     0.0     2.3     2.2     4.1     75.    180.     50.     45.     40.     36.     20.     13.      8.     0.1     0.2     0.1     0.0     0.0     0.0     0.5     0.5     0.9     0.0     0.0     0.0     0.0     0.0     0.0     1.8     1.7     3.2     0.5     1.2     0.3     0.3     0.3     0.3     3.7     3.6     6.6
